#qubits,#cycles,circuit,#nodes,#tasks,#threads,#samples,#iterations,#initialHidden,#sampleSteps,run,#hadamards,tvd,f_xeb,duration,success
4,5,1,1,1,1,54,1000,6,0,3,0,0.422122,3.247321,51.399346,True
4,5,1,1,1,1,54,1000,6,0,4,0,0.455724,2.829783,52.577403,True
4,5,1,1,1,1,54,10000,6,0,0,0,0.643306,3.450399,488.452781,True
4,5,1,1,1,1,54,10000,6,0,1,0,0.679829,2.533749,499.843198,True
4,5,1,1,1,1,54,10000,6,0,2,0,0.799176,2.062310,512.993459,True
4,5,1,1,1,1,54,10000,6,0,3,0,0.643306,2.816960,508.461979,True
4,5,1,1,1,1,54,10000,6,0,4,0,0.625000,2.949714,506.844763,True
4,5,1,1,1,1,54,100000,6,0,0,0,-,-,-,False
4,5,1,1,1,1,54,100000,6,0,1,0,-,-,-,False
4,5,1,1,1,1,54,100000,6,0,2,0,-,-,-,False
4,5,1,1,1,1,54,100000,6,0,3,0,0.479771,3.385556,4907.687116,True
4,5,1,1,1,1,54,100000,6,0,4,0,0.832468,1.920085,4966.144296,True
4,5,1,1,1,1,303,1000,6,0,0,0,0.548140,2.670210,204.748381,True
4,5,1,1,1,1,303,1000,6,0,1,0,0.226090,3.568709,207.792180,True
4,5,1,1,1,1,303,1000,6,0,2,0,0.606853,2.319508,207.694688,True
4,5,1,1,1,1,303,1000,6,0,3,0,0.564937,2.510218,210.580650,True
4,5,1,1,1,1,303,1000,6,0,4,0,0.729426,2.396343,208.426938,True
4,5,1,1,1,1,303,10000,6,0,0,0,0.643306,4.702080,2070.775978,True
4,5,1,1,1,1,303,10000,6,0,1,0,0.981694,1.532220,2078.329384,True
4,5,1,1,1,1,303,10000,6,0,2,0,0.643306,4.789394,2133.642683,True
4,5,1,1,1,1,303,10000,6,0,3,0,0.637242,2.829437,2079.466790,True
4,5,1,1,1,1,303,10000,6,0,4,0,0.504494,3.379437,2109.376744,True
4,5,1,1,1,1,303,100000,6,0,0,0,-,-,-,False
4,5,1,1,1,1,303,100000,6,0,1,0,-,-,-,False
4,5,1,1,1,1,303,100000,6,0,2,0,-,-,-,False
4,5,1,1,1,1,303,100000,6,0,3,0,-,-,-,False
4,5,1,1,1,1,303,100000,6,0,4,0,0.520033,3.388650,21351.870080,True
4,5,1,1,1,1,54,1000,6,0,0,0,0.465749,2.872208,51.335666,True
4,5,1,1,1,1,54,1000,6,0,1,0,0.851610,1.514946,50.613092,True
4,5,1,1,1,1,54,1000,6,0,2,0,0.605662,2.796863,49.050537,True
4,5,1,1,1,1,54,1000,6,0,3,0,0.422122,3.247321,51.399346,True
4,5,1,1,1,1,54,1000,6,0,4,0,0.455724,2.829783,52.577403,True
4,5,1,1,1,1,54,10000,6,0,0,0,0.643306,3.450399,488.452781,True
4,5,1,1,1,1,54,10000,6,0,1,0,0.679829,2.533749,499.843198,True
4,5,1,1,1,1,54,10000,6,0,2,0,0.799176,2.062310,512.993459,True
4,5,1,1,1,1,54,10000,6,0,3,0,0.643306,2.816960,508.461979,True
4,5,1,1,1,1,54,10000,6,0,4,0,0.625000,2.949714,506.844763,True
4,5,1,1,1,1,54,100000,6,0,0,0,-,-,-,False
4,5,1,1,1,1,54,100000,6,0,1,0,-,-,-,False
4,5,1,1,1,1,54,100000,6,0,2,0,-,-,-,False
4,5,1,1,1,1,54,100000,6,0,3,0,0.479771,3.385556,4907.687116,True
4,5,1,1,1,1,54,100000,6,0,4,0,0.832468,1.920085,4966.144296,True
4,5,1,1,1,1,50,1000,6,0,0,0,0.606081,3.192326,49.325774,True
4,5,1,1,1,1,50,1000,6,0,1,0,0.655089,2.059716,50.588808,True
4,5,1,1,1,1,50,1000,6,0,2,0,0.491966,2.922385,49.082215,True
4,5,1,1,1,1,50,1000,6,0,3,0,0.713144,2.280504,48.929858,True
4,5,1,1,1,1,50,1000,6,0,4,0,0.520843,2.935612,51.487826,True
4,5,1,1,1,1,50,10000,6,0,0,0,0.587120,2.547347,480.480868,True
4,5,1,1,1,1,50,10000,6,0,1,0,0.942790,2.060059,478.412355,True
4,5,1,1,1,1,50,10000,6,0,2,0,0.482185,3.168047,484.392466,True
4,5,1,1,1,1,50,10000,6,0,3,0,0.336703,4.076390,469.045249,True
4,5,1,1,1,1,50,10000,6,0,4,0,0.786612,2.145663,477.380498,True
4,5,1,1,1,1,50,100000,6,0,0,0,-,-,-,False
4,5,1,1,1,1,50,100000,6,0,1,0,0.408463,3.408307,4828.504886,True
4,5,1,1,1,1,50,100000,6,0,2,0,-,-,-,False
4,5,1,1,1,1,50,100000,6,0,3,0,-,-,-,False
4,5,1,1,1,1,50,100000,6,0,4,0,-,-,-,False
4,5,1,1,1,1,47,1000,6,0,0,0,0.617909,2.229966,47.650364,True
4,5,1,1,1,1,47,1000,6,0,1,0,0.458878,3.172543,47.690750,True
4,5,1,1,1,1,47,1000,6,0,2,0,0.705946,2.606284,46.069712,True
4,5,1,1,1,1,47,1000,6,0,3,0,0.909821,1.459057,45.279478,True
4,5,1,1,1,1,47,1000,6,0,4,0,0.475007,3.122962,46.757849,True
4,5,1,1,1,1,47,10000,6,0,0,0,0.921495,1.747457,468.573556,True
4,5,1,1,1,1,47,10000,6,0,1,0,0.784246,1.859632,459.425346,True
4,5,1,1,1,1,47,10000,6,0,2,0,0.530304,2.634165,449.766505,True
4,5,1,1,1,1,47,10000,6,0,3,0,0.998236,1.782986,453.232333,True
4,5,1,1,1,1,47,10000,6,0,4,0,0.860161,1.704946,461.776712,True
4,5,1,1,1,1,47,100000,6,0,0,0,-,-,-,False
4,5,1,1,1,1,47,100000,6,0,1,0,-,-,-,False
4,5,1,1,1,1,47,100000,6,0,2,0,-,-,-,False
